,DIR_ID,DIRECTOR_NAME,YEARS_ACTIVE,LAST_NAME,FIRST_NAME,INVOLVEMENT
542,RCn,R.Cohen,1984-1996,Cohen,Rob,DP
543,EiC,Cohl,1909-1911,Cohl,Emilre,D
545,HCo,Coleman,1965,Coleman,Herbert,D
546,RAC,Colla,1972-1978,Colla,Richard A.,D
547,CyC,Collard,1994,Collard,Cyril,D
548,DuC,Coletti,1960,Coletti,Dulio,D
549,DvC,D.Collier,1994,Collier,David,CD
550,JFC,J.Collier,1990,Collier,James F.,WD
551,LCs,L.Collins,1948,Collins,Lewis D.,D
552,PhC,P.Collins,1990,Collins,Philip,D
553,RgC,R.Collins,1994-199,Collins,Roger,D
554,PCo,Collinson,1967-1980,Collinson,Peter,D
555,HrC,Colpi,1961,Colpi,Henri,D
556,CCo,Columbus,1987-1992,Columbus,Chris,WD
557,LaC,Comfort,1941-1965,Comfort,Lance,CDP
558,LgC,Comencini,1953-1988,Comencini,Luigi,D
559,RCm,Compton,1973-1975,Compton,Richard,D
560,BCo,Condon,1998,Condon,Bill,D
561,NcC,Conn,1992,Conn,Nicole,D
562,KCo,Connor,1970-1979,Connor,Kevin,D
563,WCo,Conrad,1965,Conrad,William,PD
566,JCw,Conway,1912-1948,Conway,Jack,D
567,FiC,F.Cook,1956-1977,Cook,Fielder,D
568,RnC,R.Cook,1994,Cook,Robin,D
569,ToC,Cookson,1991,Cookson,Tony,D
570,MaC,Coolidge,1983-1994,Coolidge,Martha,D
571,MCC,M.C.Cooper,1933,Cooper,Merian C.,PCD
572,SCo,S.Cooper,1977,Cooper,Stuart,D
573,JcC,Chopra,1997,Chopra,Joyce,D
574,FCr,Coraci,1998,Coraci,Frank,D
576,FFC,Coppola,1963-1983,Coppola,Francis Ford,WDP
577,GCo,Corbiau,1989,Cobiau,Gerard,D
578,SeC,Corbucci,1966-1978,Corbucci,Sergio,D
579,RCo,Corman,1955-1971,Corman,Roger,DP
580,AlC,Corneau,1979,Corneau,Alain,D
581,HCs,Cornelius,1948-1958,Cornelius,Henry,WD
582,ICo,Cornell,1988,Cornell,John,D
583,HuC,Cornfield,1956-1968,Cornfield,Hubert,DWP
584,FCo,Cortes,1960,Cortes,Fernando,D
585,AzC,Corti,1984,Corti,Azel,D
586,DoC,Coscarelli,1970-1982,Coscarelli,Don,D
587,GPC,Cosmatos,1974-1993,Cosmatos,George Pan,D
588,MdC,daCosta,1958-1962,da Costa,Morton,ADP
589,CCG,CostaGavras,1965-1998,Costa-Gavras,Constantin,DW
590,KeC,Costner,1990,Costner,Kevin,AD
591,xCo,Cottard,1994,Cottard,gn,D
592,ICt,Cotter,1979,Cotter,John,D
593,ECo,Coutinho,1960-1984,Coutinho,Eduardo,D
594,NC,Coward,1941-1969,Coward,Sir Noel,AWCD
595,ACx,A.Cox,1984,Cox,Alex,DW
597,PCx,P.Cox,1981-1994,Cox,Paul,D
598,ACt,Crabtree,1958,Crabtree,Arthur,D
599,WlC,Crain,1972,Crain,William,D
600,PCr,Crane,1973,Crane,Peter,D
601,JCr,J.Craven,1994,Craven,Jay,D
602,WCr,W.Craven,1970-1988,Craven,Wes,WD
603,ChC,Ch.Crichton,1944-1965,Crichton,Charles,D
604,MiC,M.Crichton,1973-1981,Crichton,Michael,WAD
605,DCb,Crombie,1983,Crombie,Donald,D
606,ICr,Cromwell,1929-1961,Cromwell,John,DA
607,DCr,Cronenberg,1970-1986,Cronenberg,David,D
609,AC,Crosland,1923-1935,Crosland,Alan,D
610,ACj,Crosland jr,1960,Crosland,Alan jr,D
611,CCw,C.Crowe,1989-1992,Crowe,Cameron,BWD
612,CCr,Ch.Crowe,1988-1992,Crowe,Christopher,D
613,TCr,Cruise,1993,Cruise,Tom,AD
614,MeC,Cruper,1996,Crüper,Melanie,D
615,JaC,Cruze,1906-1938,Bosen,Jens Cruz (James),AD
616,BCr,Crystal,1992,Crystal,Billy,D
617,ACu,Cuaron,1990,Cuaron,Alfonso,D
618,GC,Cukor,,Cukor,George,PD
619,IrC,I.Cummings,1925-1951,Cummings,Irving,D
621,RuC,Cundieff,1994-1997,Cundieff,Rusty,DAW
622,RCu,Cunha,1958-1961,Cunha,Richard (Dick),PD
623,SSC,Cunningham,1980-1983,Cunningham,Sean S.,D
624,DCs,D.Curtis,1970-1983,Curtis,Dan,PD
625,ECs,E.Curtis,1914,Curtis,Edward S.,D
627,C,Curtiz,1919,Kertesz,Mihaly (Michael),D
628,GCt,Cutts,1920-1926,Cutts,Graham,D
630,PCz,Czinner,1932-1966,Czinner,Paul,PD
631,@1980,Daalder,Daalder,Renee,,DReD
632,HAA,dAbbabie,1930,d'Abbadie d'Arrast,Harry,D
633,JLD,Dabadie,1983,Dabadie,Jean Loup,WD
634,ACd,daFontoura,1968,daFontoura,Antonio Carlos,D
635,IDa,Dahl,1990-1992,Dahl,John,D
636,SaD,Daley,1970,Daley,Sandy,D
638,RoD,Dalva,1983,Dalva,Robert,D
639,JdA,dAmato,1990,D'Amato,Joe,D
640,DaD,Damiani,1982,Damiani,Damiono,D
641,GrD,Damiano,1972,Damiano,Gerard,D
642,AxD,Damianos,1966,Damianos,Alexis,D
643,MDa,Damski,1980-1983,Damski,Mel,D
644,MDn,Daneliuc,1994,Daneliuc,Mircea,D
645,RdD,Daniel,1991,Daniel,Rod,D
647,TgD,Danielson,1980,Danielson,Tage,D
648,PDq,Danquart,1993,Danquart,Pepe,D
649,HbD,Danska,1966,Danska,Herbert,D
650,JoD,Dante,1976-1980,Dante,Joe,D
651,FDa,Darabont,1994,Darabont,Frank,D
652,JDy,Darby,1997,Darby,Jonathan,D
653,EwD,Darnell,1998,Darnell,Edwin,D
654,HDA,DArrast,1927-1934,D'Arrast,Harry D'Abadie,D
655,LuD,Dardenne,1990-1999,Dardenne,Luc,D
656,JDs,Dash,1992,Dash,Julie,D
657,JD,Dassin,1942-1980,Dassin,Jules,DA
658,HeD,Daugherty,1958-1963,Daugherty,Hershel,D
659,DeD,Daves,1933-1965,Daves,Delmer,WPD
660,ChD,David,1945,David,Charles,D
661,GDa,G.Davidson,1972,Davidson,Gordon,D
662,MtD,M.Davidson,1980,Davidson,Martin,D
663,TDv,T.Davies,1990,Davies,Terence,D
664,VDa,V.Davies,1955,Davies,Valentine,D
665,ADv,A.Davis,1988-1993,Davis,Andrew,D
666,DDa,D.Davis,1981,Davis,Desmond,D
667,TDa,T.Davis,1993,Davis,Tamra,D
668,JFD,Davy,1982,Davy,Jean-Fran{c}cois,D
669,AMD,Dawson,1965-1983,Dawson,Anthony M.,D
670,ErD,E.Day,1981,Day,Ernest,D
671,RDa,R.Day,1957-1980,Day,Robert,CD
672,ADy,Dayan,1993,Dayan,Assi,D
673,LyD,Dayton,1990,Dayton,Lyman,PD
674,BDn,Dean,1930-1939,Dean,Basil,PD
675,AbA,deAntoni,1917,de Antoni,Alberto,D
676,EdA,deAntonio,1970-1989,deAntonio,Emil,D
677,WiD,Dear,1983-1994,Dear,William,D
678,BaD,B.Dearden,1941-1970,Dearden,Basil,EDP
679,JDr,J.Dearden,1991,Dearden,James,D
680,IdB,deBello,1978,deBello,John,AWD
681,PdB,DeBroca,1961-1967,deBroca,Philippe,D
682,JDB,DeBont,1994,De Bont,Jan,CD
683,xDB,deBosio,1975,De Bosio,Un,D
685,MCg,deCanonge,1949,deCanonge,Maurice,D
686,HDc,Decoin,1937-1964,Decoin,Henri,D
687,EdC,deConcini,1973,de Concini,Ennio,D
688,FdC,deCordova,1945-1966,deCordova,Frederick,D
689,LdC,deCrescenzo,1984,de Crescenzo,Luciano,D
690,AnD,Deed,1921,Deed,Andre,AD
691,FDF,DeFelitta,1991,De Felitta,Frank,D
692,EDF,DeFilippo,1932,Passarelli,Eduardo,BWDA
693,ADA,DegliAbbati,1914,Degli Abbati,Alberto,D
694,xdH,deHeredia,1950,deHeredia,gn,D
695,DDe,Deitch,1985,Deitch,Donna,PD
696,MdJ,deJong,1994,de Jong,MiJke,D
697,FrD,Dekker,1993,Dekker,Fred,D
698,MDK,DeKobra,1927,DeKobra,Maurice,D
699,EdE,DelaEglesia,1983,de la Eglesia,Eloy,D
700,JnD,Delannoy,1940-1967,Delannoy,Jean,D
701,DdP,delaPatelliere,1980,de la Patelliere,Denys,D
706,GdL,deLiguoro,1909,de Liguoro,Guiseppe,D
707,JdL,deLimur,1929,deLimur,Jean,D
708,JeD,Dell,1944,Dell,Jeffrey,D
709,LD,Delluc,1920-1924,Delluc,Louis,WD
710,PDp,Delpeut,1994,Delpeut,Peter,D
711,RdR,delRuth,1929-1960,del Ruth,Roy,WD
712,DLD,DeLuise,1979,DeLuise,Dom,D
713,GdT,delToro,1994-1997,del Toro,Guillermo,D
714,ADx,Delvaux,1953-1989,Delvaux,André,MDV
715,JDe,J.Demme,1974-1980,Demme,Jonathan,WDP
716,TDe,T.Demme,1992,Demme,Ted,D
717,xDe,Demicheli,1959,Demicheli,gn,D
718,CDM,DeMille,1913-1959,DeMille,Cecil B.,DPA
719,WDM,W.DeMille,1916-1928,DeMille,William C.,BWDP
721,JqD,J.Demy,1960-1979,Demy,Jaques,WD
722,RdN,deNiro,1993,deNiro,Robert,D
723,ClD,Denis,1988,Denis,Claire,D
724,PDe,Densham,1998,Densham,Pen,D
725,MdO,deOliveira,1930-1999,de Oliveira,Manoel Candido Pinto,WDPCE
726,BdP,B.dePalma,1968-1987,de Palma,Brian,D
727,FdP,F.dePalma,1986,de Palma,Frank,D
728,IDe,Depp,1997,Depp,Johnny,AD
729,IDk,Derek,1964-1981,Harris,John Derek,ADC
730,PdR,deRoubais,1963,de Roubais,Paul,WDC
731,GdS,DeSantis,1947-1972,De Santis,Guiseppe,WD
732,CDe,Deschanel,1982-1990,Deschanel,Caleb,CD
733,VdS,deSica,1941-1973,de Sica,Vittorio,DAS
734,TDS,DeSimone,1981,DeSimone,Tom,D
735,ADT,deToth,1940-1969,de Toth,André,D
736,HoD,Deutsch,1986-1994,Deutsch,Howard,D
737,CDv,Devers,1993,Devers,Claire,D
738,MdV,deVille,1986-1992,deVille,Michel,D
739,DdV,D.deVito,1988-1989,de Vito,Danny,AD
740,RDV,R.DeVito,1977,DeVito,Ralph,D
741,IDx,Dexter,1969-1971,Dexter,John,D
742,DvD,Dhavan,1998,Dhavan,David,D
743,RDh,Dhery,1967,Dhéry,Robert,DA
745,EDi,Dickerson,1991-1995,Dickerson,Ernest,CD
746,TdC,diCillo,1995,diCillo,Tom,D
749,ThD,Dickinson,1925-1955,Dickinson,Thorold,D
750,WKD,Dickson,1893,Dickson,W.K.L.,DC
751,ADg,Dienstag,1992,Dienstag,Alan,D
752,WlD,Dieterle,1926-1966,Dieterle,Wilhelm (William),AD
753,HDl,Dietl,1992,Dietl,Helmut,D
754,AlD,Dieudonne,1924,DieuDonne,Albert,DA
755,CDi,Digues,1963,Digues,Carlos,D
756,FDL,DiLeo,1976,DiLeo,Fernando,D
757,IFD,Dillon,1929-1934,Dillon,John Francis,D
758,DiD,Dimopoulos,1959,Dimopoulos,Dino,D
759,RDi,Dimsey,1983,Dimsey,Ross,D
760,MDi,Dinner,1985,Dinner,Michael,D
761,WD,Disney,1928-1951,Disney,Walt,D
762,EDj,Djarot,1989,Djarot,Eros,D
763,xDv,DiVolito,1997,DiVolito,Un,D
764,EDm,Dmytryk,1935-1976,Dmytryk,Edward,D
765,DDk,Dobkin,1998,Dobkin,David,D
766,KeD,Dobson,1980,Dobson,Kevin,D
768,JDo,Doillon,1990,Doillon,Jaques,D
769,SHD,Dolz,1992,Dolz,Sonia Herman,D
770,RDo,Donaldson,1977-1994,Donaldson,Roger,D
771,xDo,Donatien,1927,Donatien,gn,D
772,VJD,Donehue,1959-1960,Donehue,Vincent J.,D
773,StD,Donen,1949-,Donen,Stanley,DGP
774,ArD,Dong,1994,Dong,Arthur,D
775,DDy,Donnelly,1978,Donnelly,Dennis,D
776,CD,C.Donner,1956-1983,Donner,Clive,D
777,RD,R.Donner,1962-1988,Donner,Richard,AD
778,JDh,Donohue,1950-1966,Donohue,Jack,D
779,MAD,Donoghue,1991,Donoghue,Mary Agnes,D
780,KgD,K.Donovan,1963,Donovan,King,AD
781,MrD,M.Donovan,1986-1989,Donovan,Martin,D
782,MkD,Donskoi,1929-1973,Donskoi,Mark,D
783,JDm,Dorman,1998,Dorman,Joseph,D
784,DDo,Dorrie,1980,Dorrie,Doris,D
785,GDo,G.Douglas,1936-1977,Douglas,Gordon,WD
786,KrD,K.Douglas,1973,Douglas,Kirk,AD
787,RtD,R.Douglas,1963,Douglas,Robert,D
788,KDo,Dowling,1995,Dowling,Kevin,D
789,AD,Dovzhenko,1929-1947,Dovzhenko,Alexandr,WD
790,RbD,Downey,1980,Downey,Robert,D
792,AdD,Drabo,1991,Drabo,Adama,D
793,MiD,Drach,1974-1979,Drach,Michel,D
794,SDv,Dragojevic,1999,Dragojevic,Srdjan,D
795,SDr,Dragoti,1979-1984,Dragoti,Stan,D
796,ADz,Drazan,1991,Drazan,Anthony,D
798,ADr,Dreifuss,1967,Dreifuss,Arthur,WD
799,xDr,Dreville,1965,Dréville,gn,D
800,CDr,Dreyer,1920-1964,Dreyer,Carl Theodor,D
801,EDr,Drilling,1998,Drilling,Eric,D
802,DDB,DuBroux,1997,Dubroux,Danielle,D
803,Fdu,duChau,1998,Du Chau,Frederik,D
804,SlD,Dudow,1930,Dudow,Slatan,D
805,DDg,Dugan,1996,Dugan,Dennis,D
806,MDw,Dugowson,1994,Dugowson,Martine,D
807,IDu,Duigan,1982,Duigan,John,WD
808,PDu,Duffell,1971-1982,Duffell,Peter,D
809,BDu,B.Duke,1991-1997,Duke,Bill,AD
810,DDu,D.Duke,1973,Duke,Daryl,D
811,GD,Dulac,1915-1930,Saisset-Schneider,Charlotte-E.G.,PD
812,BrD,Dumont,1998,Dumont,Bruno,D
813,PDc,Duncan,1997,Duncan,Peter,D
814,RiD,Dunlap,1960,Dunlap,Richard,D
815,GDu,Dunn,1958,Dunn,Gilbert,D
817,RLn,Liebling,1994,Liebling,Rachel,D
819,GgD,Dunning,1968,Dunning,George,MD
820,GfD,G.Dunne,1997,Dunne,Griffin,PD
821,PhD,Ph.Dunne,1955-1966,Dunne,Philip,WDP
822,CDu,Dunye,1996,Dunye,Cheryl,D
823,HDu,Duparc,1988,Duparc,Henri,D
824,EAD,Dupont,1925,Dupont,E.A.,WD
825,JDu,Durand,1912-1914,Durand,Jean,D
826,MDu,Duras,,Duras,Marguerite,WD
827,DnD,Duval,1976,Duval,Daniel,D
828,RDu,Duvall,1983-1997,Duvall,Robert,D
829,JuD,Duvivier,1919-1963,Duvivier,Julien,D
830,ADw,Dwan,1912-1961,Dwan,Alan,D
832,CEa,Eastwood,1977-1993,Eastwood,Clint,AD
833,GEc,G.Eckman,1912-1937,Eckman,Gösta,AD
834,HEc,H.Eckman,1940-1964,Eckman,Hasse,DAW
835,UEd,Edel,1982-1992,Edel,Uli,D
837,GuE,Edgren,1935,Edgren,Gustav,D
838,ThE,Edison,1904,Edison,Thomas Alva,D
839,BE,B.Edwards,1955-1990,McEdwards,William Blake,AWDP
841,JGE,G.Edwards,1915-1924,Edwards,J. Gordon,D
842,HeE,H.Edwards,1932-1941,Edwards,Henry,AD
843,WEd,W.Edwards,1969,Edwards,William,PWD
844,CEd,Edzard,1988-1992,Edzard,Christine,PD
845,AEy,Egoyan,1985-1995,Egoyan,Atom,D
846,FrE,Eichorn,1956,Eichorn,Franz,D
847,SE,Eisenstein,1924-1944,Eisenstein,Sergei,DW
849,MEk,Ek,1998,Ek,Matt,M
850,MEl,Elias,1994,Elias,Michael,D
851,DEl,Ellen,1998,Ellen,Doug,D
852,StE,Elliott,1998,Elliott,Stephan,D
853,BEE,B.Ellis,1987,Ellis,Bret Easton,D
854,DRE,D.Ellis,1996,Ellis,David R.,D
856,IrE,Elman,1958,Elman,Irving,D
857,IEl,Else,1990,Else,John,D
858,ME,Elvey,1912-1956,Folkard,William (Maurice),D
859,RlE,Emmerich,1992-1997,Emmerich,Roland,D
860,RoE,Enders,1978,Enders,Robert,D
861,CyE,Endfield,1951-1969,Endfield,Cy,D
862,xEn,Engel,1935,Engel,,D
863,IEn,English,1935-1951,English,John,D
864,GgE,Englund,1962,Englund,George,PD
865,REn,Enright,1927-1939,Enright,Ray,ED
866,IlE,Enyedi,1990,Enyedi,Ildikô,D
868,NoE,N.Ephron,1992,Ephron,Nora,BWAD
869,JEp,J.Epstein,1922-1947,Epstein,Jean,D
871,MEp,M.Epstein,1933-1938,Epstein,Marie,DW
873,REp,R.Epstein,1984,Epstein,Robert,DW
874,GeE,Erschbamer,1992,Erschbamer,Georg,D
875,ChE,Erskine,1934-1959,Erskine,Chester,WPD
876,HEs,Essex,1953,Essex,Harry,D
878,EmE,Estevez,1990,Estevez,Emilio,D
879,PEt,Etaix,1961,Etaix,Pierre,WPD
880,JEu,Eustache,1964-1973,Eustache,Jean,D
881,DME,Evans,1993,Evans,David Mickey,D
882,IEy,Eyres,1992,Eyres,John,D
883,PFa,Faiman,1986,Faiman,Peter,D
886,WiF,Fairchild,1955,Fairchild,William,D
887,FFf,Fairfax,1991,Fairfax,Ferdinand,D
888,xFa,Falconi,1948,Falconi,gn,D
889,UgF,Falena,1910-1911,Falena,Ugo,D
890,JaF,Fanaka,1979,Fanaka,Jamaa,D
891,HFa,Fancher,1999,Fancher,Hampton,AWD
892,ArF,Fanck,1925,Fanck,Arnold,D
893,JFs,Fansten,1992,Fansten,Jaques,D
894,JFg,Fargo,1976-1982,Fargo,James,D
895,PFr,Farrelly,1994-1998,Farrelly,Peter,D
896,IFa,Farrow,1937-1959,Farrow,John,DP
897,RWF,Fassbinder,1969-1979,Fassbinder,Rainer Werner,DAWC
898,LFa,Favio,1964,Favio,Leonardo,D
899,FeF,Feist,1928-1952,Feist,Felix E.,DW
901,JiF,Felter,1991,Felter,James M.,D
902,FF,Fellini,1954-1992,Fellini,Frederico,D
903,AbF,Ferrara,1981-1994,Ferrara,Abel,D
904,BmF,Ferren,1988,Ferren,Bram,VD
905,JFe,J.Ferrer,1958,Ferrer,Jose,AD
906,MeF,M.Ferrer,1959,Ferrer,Mel,AD
907,MFe,Ferreri,1956-1973,Ferreri,Marco,D
908,FFe,Ferrin,1953,Ferrin,Frank,WPD
909,CoF,Ferris,1983,Ferris,Costas,D
910,LFl,Feuillade,1908,Feuillade,Louis,D
912,JqF,Feyder,1916-1945,Frederix,Jaques,ADW
913,CFd,Field,1994,Field,Connie,D
914,MFi,Figgis,1988-1996,Figgis,Mike,MDW
915,NFi,Finch,1995,Finch,Nigel,D
916,DFi,Fincher,1992-1997,Fincher,David,D
917,KFi,Finkleman,1982,Finkleman,Ken,DW
918,SFi,Firstenberg,1981,Firstenberg,Sam,D
919,GFi,Fishman,1989,Fishman,Billy,CWDP
920,JFi,Fisk,1981,Fisk,Jack,D
921,TFg,Fitzgerald,1998,Fitzgerald,Thom,D
922,GF,Fitzmaurice,1919-1932,Fitzmaurice,George,D
923,SvF,Fischler,1983,Fischler,Steven,D
924,TFi,Fisher,1947-1973,Fisher,Terrence,ED
925,RFi,Fiveson,1978,Fiveson,Robert S.,D
926,PaF,P.Flaherty,1994,Flaherty,Paul,D
927,RoF,R.Flaherty,1920-1948,Flaherty,Robert J.,CD
929,GFl,Fleder,1997,Fleder,Gary,D
930,DFl,D.Fleischer,1939-1941,Fleischer,Dave,D
932,RiF,R.Fleischer,1946-1984,Fleischer,Richard,D
933,IsF,Florentine,1990,Florentine,Isaac,D
934,AFl,A.Fleming,1994,Fleming,Arthur,D
936,VF,V.Fleming,1920-1948,Fleming,Victor,D
937,RmF,Flender,1994,Flender,Rodman,D
938,RFl,Florey,1927-1964,Florey,Robert,DWAV
939,JFl,Flood,1936,Flood,James,D
940,IFy,J.Flynn,1976-1994,Flynn,John,D
941,TFy,T.Flynn,1993,Flynn,Tom,D
942,LFo,Foder,1958,Foder,Ladislav,WD
943,FFo,Fokkema,1990,Fokkema,Frouke,D
944,LDF,Foldes,1983,Foldes,Lawrence D.,D
945,JmF,J.Foley,1984-1992,Foley,James,D
946,MrF,M.Foley,1998,Foley,Maureen,D
948,BFo,B.Forbes,1961-1980,Clarke,John,AWDP
949,MAF,Forcier,1985-1990,Forcier,Marc-Andre,D
950,AFo,A.Ford,1953,Ford,Aleksander,D
951,HuF,H.Ford,1919-1920,Ford,Hugh,D
952,IF,J.Ford,1917-1966,O'Fearna,Sean (John),D
953,EuF,E.Forde,1933-1947,Forde,Eugene,AD
954,WaF,W.Forde,1928-1948,Seymour,Thomas (Walter),AD
955,MF,Forman,1964-1996,Forman,Milos,D
956,WFo,Forst,1936-1939,Frohs,Willi,AD
957,BiF,B.Forsyth,1982-1994,Forsyth,Bill,D
958,EFo,E.Forsyth,1975,Forsyth,Ed,D
959,IFo,Fortenberry,1998,Fortenberry,John,D
960,PFo,Fosco,1914,Pastrone,Giovanni (Piero),D
961,BF,Fosse,1952-1983,Fosse,Bob,GDWP
963,JoF,J.Foster,1991,Foster,Jodie,AD
964,LRF,L.R.Foster,1948-1958,Foster,Lewis R.,WD
965,NF,N.Foster,1936-1965,Foster,Norman,AD
966,GFj,Fowler,1955-1959,Fowler,Gene jr.,D
967,WFx,W.Fox,1942,Fox,W.,D
968,JtF,Frakes,1996,Frakes,Jonathan,D
969,AlF,Francia,1968,Francia,Aldo,D
970,GiF,Franciolini,1952,Franciolini,Gianni,D
971,FrF,Francis,1961-1974,Francis,Freddie,CD
972,PtF,Francisci,1954-1959,Francisci,Pietro,D
973,JFr,Franco,1968-1970,Franco,Jesse (Jesus),D
974,GFr,Franju,1949-1965,Franju,Georges,D
975,CFr,Ch.Frank,1953,Frank,Charles,D
976,MFr,Frank,1950-1979,Frank,Melvin,WPD
977,DvF,Frankel,1995,Frankel,David,DW
978,IFr,Frankenheimer,1957-1982,Frankenheimer,John,DP
979,CaF,C.Franklin,1992,Franklin,Carl,AD
980,CMF,Ch.Franklin,1932,Franklin,Chester M.,D
981,HwF,H.Franklin,1992,Franklin,Howard,D
982,RFr,R.Franklin,1981,Franklin,Richard,D
983,SFr,S.Franklin,1916-1957,Franklin,Sidney,PD
984,HLF,Fraser,1950,Fraser,Harry L.,D
985,JsF,Frawley,1976,Frawley,James,D
986,StF,Frears,1971-1993,Frears,Stephen,D
987,RcF,Freda,1946-1965,Freda,Riccardo,D
989,JrF,Freedman,1980,Freedman,Jerrold,D
990,ThF,Freeland,1929-1949,Freeland,Thornton,CD
991,MoF,Freeman,1993,Freeman,Morgan,D
992,HFr,Fregonese,1950-1953,Fregonese,Hugo,D
993,HaF,H.French,1936-1955,French,Harold,APD
994,LlF,L.French,1933,French,Lloyd,D
995,ChF,Frend,1942-1967,Frend,Charles,ED
996,KFr,Freund,1932,Freund,Karl,CD
997,BFr,Freundlich,1997,Freundlich,Bart,WD
998,RnF,Fricke,1986,Fricke,Ron,CD
999,WFr,Friedkin,1964-1980,Friedkin,William,D
1000,HoF,Friedman,1990,Friedman,Howard,D
1001,xFr,Friend,1970,Friend,fn,D
1002,LFr,Frost,1962,Frost,Lee,D
1003,xFl,Frohlich,1931,Fröhlich,gn,D
1004,SuF,Froemke,1998,Froemke,Susan,D
1005,WlF,Fruet,1981,Fruet,William,D
1006,EMF,Frye,1993,Frye,E. Max,WD
1007,TAF,Fucci,1988,Fucci,Thomas A.,D
1008,RFu,Fuest,1970-1976,Fuest,Robert,D
1009,KFu,Fukasaku,1968-1980,Fukasakyu,Kinjo,BA
1010,SaF,Fuller,1949-1972,Fuller,Samuel,DPWA
1011,JuF,Fukuda,1966-1975,Fukuda,Jun,D
1012,VFu,Funari,1999,Funari,Vicky,D
1014,xFu,Furtlinger,1997,Furtlinger,fn1,D
1015,SJF,Furie,1957-1983,Furie,Sidney J.,D
1016,SGa,Gabel,1997,Gabel,Shainee,D
1017,UrG,Gad,1911,Gad,Urban,D
1018,IGg,Gage,1948,Gage,John,D
1019,VGa,Gallo,1998,Gallo,Vincent,WDA
1020,CGl,Gallone,1914-1962,Gallone,Carmine,D
1021,SaG,Gallu,1967,Gallu,Samuel,D
1022,RtG,Rita Gam,1990,Gam,Rita,DP
1023,AG,Gance,1919-1937,Gance,Abel,DA
1025,NcG,N.Garcia,1998,Garcia,Nicole,D
1026,RsG,R.Garcia,1999,Garcia,Risa Bramon,D
1027,HGr,Gardner,1976,Gardner,Herb,D
1028,PGa,Gardos,1985,Gardos,Peter,D
1029,JGf,Garfein,1961,Garfein,Jack,D
1030,TG,Garnett,1928-1973,Garnett,Tay,D
1031,PhG,Garrel,1993,Garrel,Phillip,D
1032,LGr,Garrett,1980,Garrett,Lila,D
1033,TGr,T.Garrett,1983,Garrett,Tony,D
1034,MkG,Garris,1992,Garris,Mick,D
1035,LoG,Gast,1974-1997,Gast,Leon,D
1036,xGa,Gastyne,1929,Gastyne,gn,D
1037,HoG,Gaugh,1977,Gaugh,Homer,D
1038,NGp,Gaup,1990,Gaup,Nils,AD
1039,DGz,Gaziadis,1929,Gaziadis,Dimitris,D
1040,GiG,Gazcon,1966,Gazcon,Gilberto,D
1042,DGl,Geller,1993,Geller,Dan,D
1043,JzG,Gemes,1994,Gemes,Jozsef,D
1044,JG,Genet,1950,Genet,Jean,D
1045,AGe,Genina,1923,Genina,Augusto,D
1046,BuG,George,1913-1915,George,Burton,D
1047,VGg,Georgiadis,1965,Georgiadis,Vassilis,D
1048,HGe,Gerima,1993,Gerima,Haile,D
1049,MGe,Gering,1932-1950,Gering,Marion,DP
1050,PiG,Germi,1945-1973,Germi,Pietro,D
1051,GeG,Gerrard,1931,Gerrard,Gene,D
1054,NiG,Gessner,1976,Gessner,Nicolas,D
1055,SiG,Getin,1987,Getin,Sinan,WD
1056,RGt,Ghatak,1955-1965,Ghatak,Ritwiik,D
1057,GGh,Ghose,1992-1994,Ghose,Goutam,D
1058,CdG,C.Gibbons,1934,Gibbons,Cedric,DV
1060,JGb,J.Gibbons,1990,Gibbons,Joe,AWD
1061,AlG,A.Gibson,1969-1984,Gibson,Alan,D
1062,BrG,B.Gibson,1986-1993,Gibson,Brian,D
1063,MlG,M.Gibson,1993-1995,Gibson,Mel,AD
1064,BGt,B.Gilbert,1995,Bilbert,Brian,D
1065,LGt,L.Gilbert,1947-1991,Gilbert,Lewis,APD
1066,DGi,Giler,1975,Giler,David,D
1067,StG,Gillard,1981,Gillard,Stuart,D
1068,JiG,Gillespie,1997,Gillespie,Jim,D
1069,TGi,Gilliam,1975-1998,Gilliam,Terry,WAD
1070,SGi,Gilliat,1943-1965,Gilliat,Sidney,WDP
1072,IGi,Gilling,1958-1960,Gilling,John,D
1073,FDG,Gilroy,1978,Gilroy,Frank D.,D
1074,MMG,Ginsberg,1973,Ginsberg,Milton Moses,D
1075,CGi,Gion,1981,Gion,Christian,D
1076,BGi,B.Girard,1962-1965,Girard,Bernard,D
1077,FGd,F.Girard,1994,Girard,Francois,D
1078,JGi,Girault,1963,Girault,Jean,D
1079,FGi,Girod,1978,Girod,Francis,D
1080,WGi,Girdler,1976-1978,Girdler,William,D
1081,MaG,Gisler,1985,Gisler,Marcel,DP
1082,AGi,Gitai,1999,Gitaï,Amos,D
1083,PMG,Glaser,1987,Glaser,Paul Michael,D
1084,AGs,Glassman,1993,Glassman,Arnold,D
1085,LLG,Glatter,1996,Glatter,Lesli Linka,D
1086,RGl,Glatzer,1994,Glatzer,Richard,WD
1087,IG,Glen,1981-1989,Glen,John,D
1088,PeG,Glenville,1954-1967,Glenville,Peter,D
1089,JGl,Glickenhaus,1980,Glickenhaus,James,DW
1090,PGl,Glickler,1991,Glickler,Paul,PD
1091,AGl,Glimcher,1991,Glimcher,Arnold,PD
1092,VGl,Glowna,1992,Glowna,Vadim,D
