,ID,DIRECTOR_ID
1363,GP11,GP
1364,GP13,GP
1365,GP14,GP
1366,GP18,GP
1367,GP21,GP
1368,GP25,GP
1369,GP28,GP
1370,GP100,GP
1371,KGr10,KGr
1372,KGr20,KGr
1373,KGr30,KGr
1374,KGr40,KGr
1375,KGr50,KGr
1376,KMz10,KMz
1377,KMz20,KMz
1378,KMz25,KMz
1379,KMz26,KMz
1380,KMz30,KMz
1381,KMz40,KMz
1382,KMz50,KMz
1383,KMz55,KMz
1384,KMz57,KMz
1385,KMz60,KMz
1386,KMz70,KMz
1387,KMz75,KMz
1388,KMz80,KMz
1389,MRa1,MRa
1390,MRa2,MRa
1391,MRa3,MRa
1392,MRa5,MRa
1393,RC1,RC
1394,RC2,RC
1395,RC3,RC
1396,RC5,RC
1398,RC8,RC
1399,RC9,RC
1400,RC10,RC
1401,RC12,RC
1402,RC13,RC
1403,RC16,RC
1404,RC18,RC
1405,RC19,RC
1406,RC20,RC
1407,RC21,RC
1408,RC22,RC
1409,RuJ3,RuJ
1410,RuJ8,RuJ
1411,TWh1,TWh
1412,TWh20,TWh
1413,TWh24,TWh
1414,TWh25,TWh
1415,TWh30,TWh
1416,TWh35,TWh
1417,TWh37,TWh
1418,TWh40,TWh
1419,TWh41,TWh
1420,TWh45,TWh
1421,TWh50,TWh
1422,TWh60,TWh
1423,TWh62,TWh
1424,WiB25,WiB
1425,WiB30,WiB
1426,WiB50,WiB
1427,WiB100,WiB
1428,WiB180,WiB
1429,WiB183,WiB
1430,WiB186,WiB
1431,WiB190,WiB
1432,WiB199,WiB
1433,HSt1,HSt
1434,W25,W
1435,W30,W
1436,W38,W
1437,W40,W
1438,W41,W
1439,W50,W
1440,W55,W
1441,W56,W
1442,W60,W
1443,W66,W
1444,W70,W
1445,W73,W
1446,W74,W
1447,W75,W
1448,W76,W
1449,W77,W
1450,W78,W
1451,W80,W
1452,W82,W
1453,W83,W
1454,W85,W
1455,W90,W
1456,W98,W
1457,W100,W
1458,W101,W
1459,WWo10,WWo
1460,WWo20,WWo
1461,Z2310,Z
1462,EMH10,EMH
1463,GLp10,GLp
1464,GLp15,GLp
1465,GLp17,GLp
1466,GLp30,GLp
1467,FeL1,FeL
1468,JR1,JR
1469,JR5,JR
1470,JR10,JR
1471,JR15,JR
1472,JR20,JR
1473,JR25,JR
1474,JR30,JR
1475,JR33,JR
1476,JR35,JR
1477,JR40,JR
1478,JR45,JR
1479,JR50,JR
1480,JR55,JR
1481,JR60,JR
1482,JR65,JR
1483,JR70,JR
1484,JR75,JR
1485,JR77,JR
1486,JR79,JR
1487,JR81,JR
1488,JR85,JR
1489,JR90,JR
1490,JR92,JR
1491,JR94,JR
1492,JR96,JR
1493,JR98,JR
1494,JR100,JR
1495,JR105,JR
1496,JR110,JR
1497,PlL1,PlL
1498,PlL2,PlL
1499,PlL3,PlL
1500,SET1,SET
1501,SET8,SET
1502,SE1,SE
1503,SE3,SE
1504,SE4,SE
1505,SE6,SE
1506,SE8,SE
1507,SE10,SE
1508,SE15,SE
1509,SE20,SE
1510,SE28,SE
1511,SE25,SE
1512,SE26,SE
1513,SE27,SE
1514,AlD10,AlD
1515,DBu10,DBu
1516,WKH1,WKH
1517,WKH10,WKH
1518,WKH14,WKH
1519,WKH20,WKH
1520,WKH30,WKH
1521,WKH35,WKH
1522,WKH40,WKH
1523,WKH44,WKH
1524,WKH45,WKH
1525,WKH50,WKH
1526,WKH52,WKH
1527,WKH60,WKH
1528,AES10,AES
1529,AES11,AES
1530,AES70,AES
1531,AES80,AES
1532,AES85,AES
1533,AES90,AES
1535,AES100,AES
1536,AJG50,AJG
1537,ArF10,ArF
1538,ChR4,ChR
1539,ChR10,ChR
1540,ChR13,ChR
1541,ChR20,ChR
1542,ChR30,ChR
1543,ChR40,ChR
1544,ChR50,ChR
1545,ChR60,ChR
1546,ChR70,ChR
1547,ChR80,ChR
1548,CLa40,CLa
1549,CLa60,CLa
1550,CLa65,CLa
1551,CLa70,CLa
1552,CLa75,CLa
1553,CLa80,CLa
1554,CLa90,CLa
1555,CLa95,CLa
1556,CLa100,CLa
1557,CLa110,CLa
1558,CLa114,CLa
1559,CLa115,CLa
1560,CLa117,CLa
1561,CLa120,CLa
1562,CLa121,CLa
1563,CLa125,CLa
1565,CLa127,CLa
1566,CLa135,CLa
1567,CLa150,CLa
1568,EAD10,EAD
1569,EG3,EG
1570,EG6,EG
1571,EG10,EG
1572,EG11,EG
1573,EG13,EG
1574,EG14,EG
1575,EG16,EG
1576,EG17,EG
1577,EG18,EG
1578,EG19,EG
1579,EG21,EG
1580,EG23,EG
1581,EG24,EG
1582,EG25,EG
1583,EG20,EG
1584,EG27,EG
1585,EG28,EG
1586,EG30,EG
1587,ESl10,ESl
1588,ESl30,ESl
1589,GLC2,GLC
1590,GLC3,GLC
1591,GLC4,GLC
1592,GLC6,GLC
1593,GLC7,GLC
1594,GLC9,GLC
1595,GLC11,GLC
1596,GLC12,GLC
1597,GLC13,GLC
1598,GLC15,GLC
1599,IGB10,IGB
1600,IGB20,IGB
1601,IGB30,IGB
1602,IGB40,IGB
1603,IGB45,IGB
1604,IGB50,IGB
1605,IrC51,IrC
1606,IrC54,IrC
1607,IrC55,IrC
1608,IrC56,IrC
1609,IrC60,IrC
1610,IrC66,IrC
1611,IrC67,IrC
1612,IrC73,IrC
1613,IrC74,IrC
1614,IrC76,IrC
1615,IrC77,IrC
1616,IrC79,IrC
1617,IrC80,IrC
1618,IrC81,IrC
1619,IrC86,IrC
1620,IrC89,IrC
1621,IrC95,IrC
1622,LM2,LM
1623,LM4,LM
1624,LM9,LM
1625,LM10,LM
1626,LM11,LM
1627,LM12,LM
1628,LM14,LM
1629,LM15,LM
1630,LM16,LM
1631,LM17,LM
1632,LM20,LM
1633,LM22,LM
1634,LM25,LM
1635,LM26,LM
1636,LM29,LM
1637,LM32,LM
1638,LM38.,LM38.
1639,LM100,LM
1640,LM110,LM
1641,MoB10,MoB
1642,PSl10,PSl
1643,S1,S
1644,S3,S
1645,S5,S
1646,S6,S
1647,S9,S
1648,S10,S
1649,S11,S
1650,S12,S
1651,S13,S
1652,S14,S
1653,S15,S
1654,S16,S
1655,S17,S
1656,S18,S
1657,S21,S
1658,S22,S
1659,S23,S
1660,S24.,S24.
1661,ThD20,ThD
1662,ThD28,ThD
1663,ThD30,ThD
1664,ThD35,ThD
1665,ThD36,ThD
1666,ThD40,ThD
1667,ThD45,ThD
1668,ThD50,ThD
1669,ThD55,ThD
1670,WW12,WW
1671,WW23,WW
1672,WW30,WW
1673,WW38,WW
1674,WW41,WW
1675,WW42,WW
1676,WW43,WW
1677,WW44,WW
1678,WW45,WW
1679,WW46,WW
1680,WW47,WW
1681,WW48,WW
1682,WW54,WW
1683,WW60,WW
1684,WW61,WW
1685,WW63,WW
1686,WW64,WW
1687,WW65,WW
1688,WW66,WW
1689,WW67,WW
1690,WW73,WW
1691,WW69,WW
1692,WW80,WW
1693,WW81,WW
1694,WW82,WW
1695,WW83,WW
1696,WW84,WW
1697,WW85,WW
1698,WW87,WW
1699,ACa10,ACa
1700,ACa17,ACa
1701,ACa20,ACa
1702,ACa30,ACa
1703,ACa36,ACa
1704,ACa40,ACa
1705,ACa46,ACa
1706,ACa50,ACa
1707,ACa60,ACa
1708,ACa62,ACa
1709,ACa64,ACa
1710,ACa66,ACa
1711,ACa70,ACa
1712,ACa80,ACa
1713,ACa90,ACa
1714,ACa95,ACa
1715,AM8,AM
1716,AM12,AM
1717,AM15,AM
1718,AM16,AM
1719,AM18,AM
1720,AM20,AM
1721,AM21,AM
1722,AM23,AM
1723,AM27,AM
1724,AM29,AM
1725,AM31,AM
1726,AM35,AM
1727,AM36,AM
1728,ASR15,ASR
1729,ASR25,ASR
1730,ASR35,ASR
1731,ASR38,ASR
1732,ASR40,ASR
1733,ASR42,ASR
1734,ASR45,ASR
1735,ASR51,ASR
1736,ASR56,ASR
1737,ASR59,ASR
1738,ASR65,ASR
1739,EBS02,EBS
1740,EBS03,EBS
1741,EBS20,EBS
1742,EBS30,EBS
1743,EBS40,EBS
1744,EBS50,EBS
1745,EBS60,EBS
1746,EBS70,EBS
1747,EBS90,EBS
1748,FC1,FC
1749,FC3,FC
1750,FC10,FC
1751,FC15,FC
1752,FC17,FC
1753,FC21,FC
1754,FC22,FC
1755,FC23,FC
1756,FC24,FC
1757,FC25,FC
1758,FC26,FC
1759,FC27,FC
1760,FC28,FC
1761,FC29,FC
1762,FC30,FC
1763,FC34,FC
1764,FC35,FC
1765,FC36,FC
1766,FC38,FC
1767,FC40,FC
1768,FC101,FC
1769,GMy10,GMy
1770,GMy20,GMy
1771,Gmy25,Gmy
1772,Gmy35,Gmy
1773,GMy45,GMy
1774,GuB10,GuB
1775,HH9,HH
1776,HH12,HH
1777,HH13,HH
1778,HH14,HH
1779,HH15,HH
1780,HH19,HH
1781,HH21,HH
1782,HH22,HH
1783,HH23,HH
1784,HH25,HH
1785,HH27,HH
1786,HH28,HH
1787,HH29,HH
1788,HH30,HH
1789,HH31,HH
1790,HH32,HH
1791,HH33,HH
1792,HH34,HH
1793,HH35,HH
1794,HH36,HH
1795,HH37,HH
1796,HH39,HH
1797,HH40,HH
1798,HH41,HH
1799,HH42,HH
1800,LlB11,LlB
1801,LlB21,LlB
1802,LlB32,LlB
1803,LlB35,LlB
1804,LlB36,LlB
1805,LlB37,LlB
1806,LlB40,LlB
1807,LlB44,LlB
1808,LlB45,LlB
1809,LlB50,LlB
1810,LlB53,LlB
1811,LlB55,LlB
1812,LlB57,LlB
1813,LlB59,LlB
1814,LlB61,LlB
1815,LlB62,LlB
1816,LlB64,LlB
1817,LlB67,LlB
1818,LlB68,LlB
1819,LlB78,LlB
1820,LlB80,LlB
1821,LlB83,LlB
1822,LlB85,LlB
1823,LlB90,LlB
1824,LlB95,LlB
1825,LlB97,LlB
1826,LlB100,LlB
1827,MlW5,MlW
1828,MlW10,MlW
1829,MSC10,MSC
1830,RlW10,RlW
1831,RVL6,RVL
1832,RVL8,RVL
1833,RVL10,RVL
1834,RVL14,RVL
1835,RVL16,RVL
1836,RVL17,RVL
1837,RVL25,RVL
1838,RVL28,RVL
1839,RVL30,RVL
1840,RVL32,RVL
1841,RVL34,RVL
1842,RyT40,RyT
1843,RyT50,RyT
1844,RyT55,RyT
1845,VsP10,VsP
1846,VsP20,VsP
1847,VsP30,VsP
1848,VsP40,VsP
1849,VsP50,VsP
1850,WlD3,WlD
1851,WlD5,WlD
1852,WlD6,WlD
1853,WlD7,WlD
1854,WlD8,WlD
1855,WlD9,WlD
1856,WlD10,WlD
1857,WlD15,WlD
1858,WlD18,WlD
1859,WlD19,WlD
1860,WlD20,WlD
1861,WlD24,WlD
1862,WlD25,WlD
1863,WlD29,WlD
1864,WlD33,WlD
1865,WlD34,WlD
1866,WlD35,WlD
1867,WlD36,WlD
1868,WlD37,WlD
1869,WlD38,WlD
1870,WlD39,WlD
1871,WlD42,WlD
1872,WlD43,WlD
1873,WlD45,WlD
1874,WlD49,WlD
1875,WlD51,WlD
1876,WlD53,WlD
1877,WlD54,WlD
1878,WlD55,WlD
1879,WlD58,WlD
1880,WlD59,WlD
1881,WlD61,WlD
1882,WlD65,WlD
1883,Z5510,Z
1884,Z5512,Z
1885,AJs1,AJs
1886,BuB10,BuB
1887,ByH5,ByH
1888,ByH8,ByH
1889,ByH10,ByH
1890,ByH12,ByH
1891,ByH13,ByH
1892,ByH15,ByH
1893,ByH20,ByH
1894,ByH25,ByH
1895,ByH26,ByH
1896,CBm10,CBm
1897,CBm11,CBm
1898,CBm40,CBm
1899,CBm60,CBm
1900,CBm90,CBm
1901,DaB3,DaB
1902,DaB4,DaB
1903,DaB5,DaB
1904,DaB8,DaB
1905,DaB9,DaB
1906,DaB11,DaB
1907,DaB13,DaB
1908,DaB17,DaB
1909,DaB18,DaB
1910,DaB19,DaB
1911,DaB20,DaB
1912,DaB21,DaB
1913,DaB23,DaB
1914,DaB26,DaB
1915,DaB28,DaB
1916,DaB29,DaB
1917,DaB30,DaB
1918,DaB31,DaB
1919,DaB32,DaB
1920,DaB33,DaB
1921,DaB35,DaB
1922,DAz2,DAz
1923,DAz5,DAz
1924,DAz6,DAz
1925,DAz17,DAz
1926,DAz21,DAz
1927,DAz23,DAz
1928,DAz27,DAz
1929,DAz35,DAz
1930,DMD1,DMD
1931,DMD10,DMD
1932,DMD15,DMD
1933,DMD25,DMD
1934,DMD35,DMD
1935,DMD40,DMD
1936,DMD50,DMD
1937,DzV35,DzV
1938,DzV40,DzV
1939,DzV50,DzV
1940,DzV60,DzV
1941,FTu7,FTu
1942,FTu10,FTu
1943,FTu19,FTu
1944,FTu20,FTu
1945,Ftu23,Ftu
1946,Ftu25,Ftu
1947,FTu30,FTu
1948,FTu40,FTu
1949,FTu50,FTu
1950,FTu60,FTu
1951,FTu80,FTu
1952,HDA6,HDA
1953,HDA7,HDA
1954,HoB25,HoB
1955,HoB35,HoB
1956,HoB50,HoB
1957,JkN10,JkN
1958,JTg1,JTg
1959,JTg4,JTg
1960,JTg5,JTg
1961,JTg7,JTg
1962,JTg13,JTg
1963,LoM2,LoM
1964,LoM6,LoM
1965,LoM10,LoM
1966,LoM12,LoM
1967,LoM17,LoM
1968,LoM20,LoM
1969,LvK10,LvK
1970,LwS90,LwS
1971,LwS100,LwS
1972,LwS130,LwS
1973,LwS150,LwS
1974,LwS160,LwS
1975,LwS166,LwS
1976,LwS180,LwS
1977,LwS190,LwS
1978,MDK10,MDK
1979,MLR4,MLR
1980,MLR6,MLR
1981,MLR7,MLR
1983,MLR8,MLR
1984,MLR10,MLR
1985,MLR11,MLR
1986,MLR12,MLR
1987,MLR13,MLR
1988,MLR14,MLR
1989,MLR15,MLR
1990,MLR16,MLR
1991,MLR17,MLR
1992,MLR18,MLR
1993,MLR19,MLR
1994,MLR20,MLR
1995,MLR22,MLR
1996,MLR23,MLR
1997,MLR25,MLR
1998,MLR27,MLR
1999,MLR28,MLR
2000,MLR29,MLR
2001,MLR30,MLR
2002,MLR31,MLR
2003,MLR32,MLR
2004,MLR33,MLR
2005,MLR34,MLR
2006,MLR35,MLR
2007,MLR39,MLR
2008,MLR40,MLR
2009,MLR42,MLR
2010,MLR43,MLR
2011,MLR46,MLR
2012,MLR50,MLR
2013,RFl3,RFl
2014,RFl5,RFl
2015,RFl10,RFl
2016,RFl20,RFl
2017,RFl28,RFl
2018,RFl30,RFl
2019,RFl33,RFl
2020,RFl40,RFl
2021,RFl48,RFl
2022,RFl50,RFl
2023,RFl60,RFl
2024,RFl70,RFl
2025,RFl75,RFl
2026,RFl100,RFl
2027,RFl101,RFl
2028,RFl102,RFl
2029,RFl103,RFl
2030,RFl104,RFl
2031,REn6,REn
2032,REn18,REn
2033,REn20,REn
2034,REn30,REn
2035,REn32,REn
2036,REn35,REn
2037,REn40,REn
2038,REn45,REn
2039,REn50,REn
2040,REn53,REn
2041,REn55,REn
2042,REn60,REn
2043,RWa10,RWa
2044,RWa12,RWa
2045,RWa50,RWa
2046,RWa65,RWa
2047,RWa72,RWa
2048,RWa80,RWa
2049,RWa90,RWa
2050,RZL5,RZL
2051,RZL15,RZL
2052,RZL16,RZL
2053,RZL17,RZL
2054,RZL19,RZL
2055,RZL20,RZL
2056,RZL22,RZL
2057,RZL23,RZL
2058,RZL24,RZL
2059,RZL25,RZL
2060,RZL26,RZL
2061,RZL28,RZL
2062,RZL31,RZL
2063,RZL35,RZL
2064,RZL37,RZL
2065,RZL39,RZL
2066,TeW10,TeW
2067,TeW15,TeW
2068,VrS10,VrS
2069,VrS15,VrS
2070,VrS20,VrS
2071,VrS23,VrS
2072,VrS24,VrS
2073,VrS25,VrS
2074,VrS26,VrS
2075,VrS27,VrS
2076,VrS28,VrS
2077,VrS29,VrS
2078,VrS30,VrS
2079,VrS31,VrS
2080,VrS32,VrS
2081,VrS34,VrS
2082,VrS40,VrS
2083,WRu10,WRu
2084,15-Mar,15-Mar
2085,WLa14,WLa
2086,WLa18,WLa
2087,WLa19,WLa
2088,WLa20,WLa
2089,WLa21,WLa
2090,WLa22,WLa
2091,WLa23,WLa
2092,WLa24,WLa
2093,WLa27,WLa
2094,WLa28,WLa
2095,WLa29,WLa
2096,WLa33,WLa
2097,WLa36,WLa
2098,WLa38,WLa
2099,WLa39,WLa
2100,WLa40,WLa
2101,WLa41,WLa
2102,WLa42,WLa
2103,WLa43,WLa
2104,WLa45,WLa
2105,WLa50,WLa
2106,xDo10,xDo
2107,YOz7,YOz
2108,YOz8,YOz
2109,YOz9,YOz
2110,YOz10,YOz
2111,YOz11,YOz
2112,YOz12,YOz
2113,YOz15,YOz
2114,YOz16,YOz
2115,YOz18,YOz
2116,YOz20,YOz
2117,YOz22,YOz
2118,YOz40,YOz
2119,YOz45,YOz
2120,YOz50,YOz
2121,YOz55,YOz
2122,YOz65,YOz
2123,YOz75,YOz
2124,YOz85,YOz
2125,YOz95,YOz
2126,AA1,AA
2127,AA2,AA
2128,AA13,AA
2129,AA14,AA
2130,AA16,AA
2131,AA20,AA
2132,AA23,AA
2133,AA24,AA
2134,AA26,AA
2135,AA28,AA
2136,AA29,AA
2137,AA35,AA
2138,AA37,AA
2139,AA38,AA
2140,AA41,AA
2141,FeF12,FeF
2142,FeF8,FeF
2143,FeF80,FeF
2144,FeF85,FeF
2145,GRv10,GRv
2146,GzB1,GzB
2147,HLa30,HLa
2148,HLa35,HLa
2149,HLa40,HLa
2150,HLa50,HLa
2151,HLaD55,HLaD
2152,HLa60,HLa
2153,HLa65,HLa
2154,HLa70,HLa
2155,HLa75,HLa
2156,HLg1,HLg
2157,HMR10,HMR
2158,IvM10,IvM
2159,LB1,LB
2160,LB2,LB
2161,LB6,LB
2162,LB12,LB
2163,LB13,LB
2164,LB14,LB
2165,LB18,LB
2166,LB19,LB
2167,LB24,LB
2168,LB25,LB
2169,LB26,LB
2170,LB27,LB
2171,LB28,LB
2172,LB30,LB
2173,LB32,LB
2174,LB33,LB
2175,LB34,LB
2176,LB35.,LB35.
2177,LeJ2,LeJ
2178,LeJ4,LeJ
2179,LeJ6,LeJ
2180,LeJ8,LeJ
2181,LeJ10,LeJ
2182,LeJ11,LeJ
2183,LeJ12,LeJ
2184,LeJ16,LeJ
2185,LeJ20,LeJ
2186,LeJ26,LeJ
2187,LeL20,LeL
2188,LeL25,LeL
2189,LeL30,LeL
2190,LeL35,LeL
2191,LeL38,LeL
2192,LuH8,LuH
2193,LuH10,LuH
2194,MKv10,MKv
2195,MKv15,MKv
2196,MKv20,MKv
2197,MKv30,MKv
2198,MKv35,MKv
2199,MKv40,MKv
2200,MKv45,MKv
2201,MKv50,MKv
2202,NT10,NT
2203,NT20,NT
2204,NT30,NT
2205,NT31,NT
2206,NT32,NT
2207,NT36,NT
2208,NT40,NT
2209,NT44,NT
2210,NT45,NT
2211,NT50,NT
2212,NT55,NT
2213,NT60,NT
2214,NT70,NT
2215,NT75,NT
2216,NT80,NT
2217,NT85,NT
2218,NT90,NT
2219,NT92,NT
2220,NT94,NT
2221,NT95,NT
2222,NT100,NT
2223,NT105,NT
2224,NT110,NT
2225,NT115,NT
2226,NT120,NT
2227,NT121,NT
2228,NT125,NT
2229,NT127,NT
2230,NT128,NT
2231,NT130,NT
2232,NT135,NT
2233,NT140,NT
2234,NT145,NT
2235,RTh3,RTh
2236,RTh4,RTh
2237,RTh5,RTh
2238,RTh6,RTh
2239,RTh7,RTh
2240,RTh8,RTh
2241,RTh9,RTh
2242,RTh10,RTh
2243,RTh11,RTh
2244,RTh12,RTh
2245,RTh15,RTh
2246,RTh23,RTh
2247,RTh25,RTh
2248,RTh26,RTh
2249,RTh27,RTh
2250,RTh30,RTh
2251,RTh32,RTh
2252,RTh35,RTh
2253,RTh37,RTh
2254,RTh40,RTh
2255,RTh42,RTh
2256,RTh52,RTh
2257,RTh58,RTh
2258,TG8,TG
2259,TG11,TG
2260,TG15,TG
2261,TG16,TG
2262,TG17,TG
2263,TG19,TG
2264,TG20,TG
2265,TG21,TG
2266,TG22,TG
2267,TG27,TG
2268,TG30,TG
2269,TG32,TG
2270,TG39,TG
2271,TG42,TG
2272,WaF10,WaF
2273,WaF15,WaF
2274,WaF20,WaF
2275,WaF25,WaF
2276,WaF35,WaF
2277,WaF40,WaF
2278,WaF45,WaF
2279,WaF48,WaF
2280,WaF50,WaF
2281,WD1,WD
2282,WD2,WD
2283,WD101,WD
2284,WD102,WD
2285,WD103,WD
2286,WD105,WD
2287,AD10,AD
2288,AD20,AD
2289,AD30,AD
2290,AD40,AD
2291,AD50,AD
2292,ArR10,ArR
2293,BVi5,BVi
2294,BVi10,BVi
2295,BVi12,BVi
2296,BVi20,BVi
2297,CJu10,CJu
2298,DGz10,DGz
2299,ELa10,ELa
2300,FRJ30,FRJ
2301,GgA3,GgA
2302,GgA8,GgA
2303,GgA9,GgA
2304,HnS10,HnS
2305,HPo10,HPo
2306,ICr2,ICr
2307,ICr4,ICr
2308,ICr5,ICr
2309,ICr6,ICr
2310,ICr7,ICr
2311,ICr10,ICr
2312,ICr15,ICr
2313,ICr16,ICr
2314,ICr19,ICr
2315,ICr24,ICr
2316,ICr25,ICr
2317,ICr27,ICr
2318,ICr28,ICr
2319,ICr30,ICr
2320,ICr35,ICr
2321,ICr36,ICr
2322,ICr38,ICr
2323,ICr40,ICr
2324,ICr42,ICr
2325,IFD20,IFD
2326,IFD25,IFD
2327,IFD50,IFD
2328,IyT10,IyT
2329,JdL10,JdL
2330,JdL12,JdL
2331,JGr5,JGr
2332,JGr15,JGr
2333,JGr18,JGr
2334,JGr23,JGr
2335,JGr30,JGr
2336,JS1,JS
2337,JS5,JS
2338,JS36,JS
2339,JS42,JS
2340,LiB1,LiB
2341,LiB2,LiB
2342,LiB3,LiB
2343,LiB4,LiB
2344,LiB5,LiB
2345,LiB6,LiB
2346,LMC6,LMC
2347,LMC9,LMC
2348,LMC12,LMC
2349,LMC13,LMC
2350,LMC14,LMC
2351,LMC15,LMC
2352,LMC16,LMC
2353,LMC18,LMC
2354,LMC19,LMC
2355,LMC23,LMC
2356,LMC24,LMC
2357,LuR8,LuR
2358,LuR10,LuR
2359,McR10,McR
2360,McR40,McR
2361,McR50,McR
2362,McR60,McR
2363,McR80,McR
2364,McR90,McR
2365,MkD3,MkD
2366,MkD5,MkD
2367,MkD7,MkD
2368,MkD10,MkD
2369,MkD11,MkD
2370,MkD12,MkD
2371,MkD15,MkD
2372,MkD17,MkD
2373,MkD20,MkD
2374,MkD30,MkD
2375,MkD35,MkD
2376,MkD40,MkD
2377,MkD41,MkD
2378,MkD47,MkD
2379,NoL8,NoL
2380,NoL22,NoL
2381,NoL26,NoL
2382,NoL28,NoL
2383,NoL30,NoL
2384,NoL32,NoL
2385,NoL34,NoL
2386,NoL36,NoL
2387,NoL45,NoL
2388,NoL48,NoL
2389,NoL52,NoL
2390,PJ7,PJ
2391,PJ12,PJ
2392,RdR10,RdR
2393,RdR14,RdR
2394,RdR30,RdR
2395,RdR32,RdR
2396,RdR37,RdR
2397,RdR38,RdR
2398,RdR40,RdR
2399,RdR44,RdR
2400,RdR46,RdR
2402,RdR48,RdR
2403,RdR50,RdR
2404,RdR52,RdR
2405,RdR53,RdR
2406,RdR54,RdR
2407,RdR56,RdR
2408,RdR61,RdR
2409,RdR62,RdR
2410,RdR63,RdR
2411,RdR64,RdR
2412,RdR66,RdR
2413,RdR68,RdR
2414,RdR70,RdR
2415,RdR72,RdR
2416,RdR76,RdR
2417,RdR80,RdR
2418,RdR90,RdR
2419,RM1,RM
2420,RM2,RM
2421,RM3,RM
2422,RM4,RM
2423,RM5,RM
2424,RM6,RM
2425,RM--,RM--
2426,RM7,RM
2427,RM8,RM
2428,RM9,RM
2429,RM10,RM
2430,RM11,RM
2431,RM12,RM
2432,RM13,RM
2433,RM14,RM
2434,RM15,RM
2435,RM16,RM
2436,RSi2,RSi
2437,RSi14,RSi
2438,RSi17,RSi
2439,RSi18,RSi
2440,RSi20,RSi
2441,RSi25,RSi
2442,RSi29,RSi
2443,RSi30,RSi
2444,RSi31,RSi
2445,RSi40,RSi
2446,RSi41,RSi
2447,RSi45,RSi
2448,ThF5,ThF
2449,ThF6,ThF
2450,ThF11,ThF
2451,ThF15,ThF
2452,ThF17,ThF
2453,ThF25,ThF
2454,ThF30,ThF
2455,TRu10,TRu
2456,WeK10,WeK
2457,WTh3,WTh
2458,WTh5,WTh
2459,WTh10,WTh
2460,WTh18,WTh
2461,WTh19,WTh
2462,WTh23,WTh
2463,xGa10,xGa
2464,Z4910,Z
2465,Z4911,Z
2466,Z4914,Z
2467,Z4915,Z
2468,Z4917,Z
2469,Z4920,Z
2470,BDn2,BDn
2471,BDn5,BDn
2472,BDn7,BDn
2473,BDn9,BDn
2474,BDn11,BDn
2475,BDn13,BDn
2476,BDn20,BDn
2477,GBW10,GBW
2478,GC1,GC
2479,GC2,GC
2480,GC3,GC
2481,GC4,GC
2482,GC5,GC
2483,GC6,GC
2484,GC7,GC
2485,GC8,GC
2486,GC9,GC
2487,GC10,GC
2488,GC11,GC
2489,GC12,GC
2490,GC13,GC
2491,GC14,GC
2492,GC15,GC
2493,GC16,GC
2494,GC17,GC
2495,GC18,GC
2496,GC19,GC
2497,GC20,GC
2498,GC21,GC
2499,GC22,GC
2500,GC23,GC
2501,GC24,GC
2502,GC25,GC
2503,GC26,GC
2504,GC27,GC
2505,GC28,GC
2506,GC29,GC
2507,GC30,GC
2508,GC31,GC
2509,GC32,GC
2510,GC33,GC
2511,GC34,GC
2512,GC35,GC
2513,GC36,GC
2514,GC37,GC
2515,GC38,GC
2516,GC39,GC
2517,GC40,GC
2518,GC41,GC
2519,GC42,GC
2520,GC43,GC
2521,GC44,GC
2522,GC45,GC
2523,GC46,GC
2524,GC47,GC
2525,GC48,GC
2526,GC49,GC
2527,GC50,GC
2528,GC51,GC
2529,GC52,GC
2530,GC53,GC
2531,GC54,GC
2532,HAA10,HAA
2533,HAA15,HAA
2534,HHu1,HHu
2535,HHu2,HHu
2536,HHu3,HHu
2537,HMF10,HMF
2538,HMF20,HMF
2539,HMF22,HMF
2540,HMF25,HMF
2541,HMF30,HMF
2542,HoH10,HoH
2543,HoH12,HoH
2544,HPC10,HPC
2545,IB8,IB
2546,IB14,IB
2547,IB16,IB
2548,IB17,IB
2549,IB18,IB
2550,IB19,IB
2551,IB20,IB
2552,IB21,IB
2553,IB22,IB
2554,IB30,IB
2555,IB100,IB
2556,IB101,IB
2557,IB102,IB
2558,IB103,IB
2559,IB104,IB
2560,IB105,IB
2561,IB106,IB
2562,IB107,IB
2563,IB108,IB
2564,IB109,IB
2565,IB110,IB
2566,IB111,IB
2567,IB112,IB
2568,IB113,IB
2569,IB150,IB
2570,JC1,JC
2571,JC6,JC
2572,JC9,JC
2573,JC10,JC
2574,JC11,JC
2575,JPa7,JPa
2576,JPa8,JPa
2577,JPa9,JPa
2578,JPa10,JPa
2579,JPa12,JPa
2580,JPa14,JPa
2581,JPa40,JPa
2582,JVi10,JVi
2583,JVi11,JVi
2584,JVi21,JVi
2585,JVi23,JVi
2586,JW1,JW
2587,JW2,JW
2588,JW4,JW
2589,JW6,JW
2590,JW9,JW
2591,JW10,JW
2592,JW11,JW
2593,JW16,JW
2594,JW17,JW
2595,JW18,JW
2596,LSw10,LSw
2597,MOp3,MOp
2598,MOp4,MOp
2599,MOp5,MOp
2600,MOp8,MOp
2601,MOp11,MOp
2602,MOp12,MOp
2603,MOp14,MOp
2604,MOp15,MOp
2605,MOp16,MOp
2606,MOp18,MOp
2607,MOp19,MOp
2608,MOp20,MOp
2609,MOp21,MOp
2610,MOp22,MOp
2611,MOp30,MOp
2612,MSa6,MSa
2613,MSa7,MSa
